USER_ID,AGE,GENDER,NAME,PERSONA,DISCOUNT_PERSONA,BEHAVIOUR_CATEGORY,USED
1275,34,M,Ronnie Brennan,beauty_electronics_groceries,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1276,22,F,Karen Lee,accessories_groceries_books,DISCOUNT_INTERESTED,AVERAGE,Y
1277,27,F,Morgan Clarke,outdoors_instruments_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1278,66,M,Stephen Martin,groceries_furniture_floral,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1279,23,F,Rachel Turner,groceries_seasonal_tools,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1280,35,F,Raven Cruz,beauty_electronics_groceries,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1281,39,F,Brandi Freeman,instruments_books_electronics,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1282,42,F,Amanda Carr,tools_housewares_apparel,DISCOUNT_INTERESTED,AVERAGE,Y
1283,37,F,Allison Jordan,books_apparel_homedecor,DISCOUNT_INTERESTED,AVERAGE,Y
1284,18,F,Emily Reid,electronics_outdoors_footwear,DISCOUNT_INTERESTED,AVERAGE,Y
1285,29,F,Hannah Burton,beauty_accessories_instruments,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1286,35,F,Brittney Garcia,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1287,21,M,Corey Burke,housewares_tools_beauty,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1288,30,M,Larry Williams,footwear_jewelry_furniture,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1289,19,F,Kathleen Gill,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1290,21,M,Lawrence Williamson,groceries_seasonal_tools,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1291,32,F,Andrea Butler,books_apparel_homedecor,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1292,23,F,Latoya Wright,groceries_seasonal_tools,DISCOUNT_INTERESTED,AVERAGE,Y
1293,37,M,John Atkinson,instruments_books_electronics,DISCOUNT_INTERESTED,AVERAGE,Y
1294,41,F,Makayla Hebert,outdoors_instruments_groceries,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1295,46,M,Kevin Maldonado,furniture_homedecor_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1296,25,F,Melissa Castro,housewares_floral_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1297,24,M,Donald Berry,housewares_tools_beauty,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1298,22,M,David Martinez,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1299,39,F,Anna Woodard,footwear_jewelry_furniture,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1300,42,F,Kimberly Moore,footwear_jewelry_furniture,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1301,19,M,Jason Bryant,beauty_electronics_groceries,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1302,56,F,Pamela Moody,furniture_homedecor_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1303,20,M,Billy Hall,furniture_homedecor_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1304,36,M,Donald Mcdonald,tools_housewares_apparel,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1305,42,F,Jenny Jones,groceries_furniture_floral,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1306,50,M,Wayne Hernandez,footwear_jewelry_furniture,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1307,42,F,Kimberly Rodriguez,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1308,46,M,Bryan Clark,groceries_furniture_floral,DISCOUNT_INTERESTED,AVERAGE,Y
1309,30,F,Lisa Coleman,groceries_beauty_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1310,47,F,Cheryl Durham,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1311,21,M,David Porter,homedecor_electronics_outdoors,DISCOUNT_INTERESTED,AVERAGE,Y
1312,52,F,Ashley Welch,housewares_floral_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1313,36,F,Kayla Payne,furniture_homedecor_housewares,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1314,47,M,James Hicks,groceries_seasonal_tools,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1315,33,M,Samuel Burke,groceries_beauty_housewares,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1316,40,M,Kyle Brooks,accessories_groceries_books,DISCOUNT_INTERESTED,AVERAGE,Y
1317,36,M,Brandon Farmer,footwear_jewelry_furniture,DISCOUNT_INTERESTED,AVERAGE,Y
1318,43,F,Stephanie Wheeler,beauty_electronics_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1319,21,M,Neil Williams,apparel_footwear_accessories,DISCOUNT_INTERESTED,AVERAGE,Y
1320,20,M,David Scott,furniture_homedecor_housewares,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1321,27,M,Keith Cox,books_apparel_homedecor,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1322,24,F,Leslie Pollard,floral_beauty_jewelry,DISCOUNT_INTERESTED,AVERAGE,Y
1323,50,F,Casey Walters,housewares_tools_beauty,DISCOUNT_INTERESTED,AVERAGE,Y
1324,26,M,Benjamin Jones,housewares_floral_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1325,62,M,Kevin Smith,groceries_furniture_floral,DISCOUNT_INTERESTED,AVERAGE,Y
1326,30,M,Michael Norris,groceries_beauty_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1327,25,M,Michael Yu,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1328,46,M,John Cox,groceries_furniture_floral,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1329,40,M,Kevin Parker,housewares_tools_beauty,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1330,35,M,Stanley Rice,electronics_outdoors_footwear,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1331,37,M,Christian Elliott,accessories_groceries_books,DISCOUNT_INTERESTED,AVERAGE,Y
1332,43,F,Dawn Thomas,groceries_furniture_floral,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1333,26,M,Jason Miller,beauty_electronics_groceries,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1334,73,M,Joseph Anderson,housewares_tools_beauty,DISCOUNT_INTERESTED,AVERAGE,Y
1335,62,M,William Kelly,furniture_homedecor_housewares,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1336,40,M,Troy Moody,floral_beauty_jewelry,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1337,25,F,Debra Salinas,groceries_seasonal_tools,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1338,41,M,Rodney Knight,floral_beauty_jewelry,DISCOUNT_INTERESTED,AVERAGE,Y
1339,21,M,Alex Torres,beauty_accessories_instruments,DISCOUNT_INTERESTED,AVERAGE,Y
1340,19,F,Lori Edwards,beauty_accessories_instruments,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1341,27,M,Aaron Watson,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1342,34,F,Margaret Cooke,accessories_groceries_books,DISCOUNT_INTERESTED,AVERAGE,Y
1343,50,F,Mary James,books_apparel_homedecor,DISCOUNT_INTERESTED,AVERAGE,Y
1344,43,M,Charles Miles,floral_beauty_jewelry,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1345,43,M,Glen Hernandez,groceries_seasonal_tools,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1346,32,M,Jesse Terry,homedecor_electronics_outdoors,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1347,30,F,Monica Campbell,electronics_outdoors_footwear,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1348,31,M,Brian Brown,accessories_groceries_books,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1349,66,M,Patrick Brown,floral_beauty_jewelry,DISCOUNT_INTERESTED,AVERAGE,Y
1350,19,F,Sarah Walter,beauty_accessories_instruments,DISCOUNT_INTERESTED,AVERAGE,Y
1351,50,F,Heather Pham,housewares_tools_beauty,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1352,37,M,Matthew Hunt,floral_beauty_jewelry,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1353,33,M,Cory Walls,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1354,43,F,Debra Cobb,housewares_tools_beauty,DISCOUNT_INTERESTED,AVERAGE,Y
1355,34,F,Lauren Perez,outdoors_instruments_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1356,50,F,Kiara Hayes,accessories_groceries_books,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1357,52,M,Jonathan Simmons,groceries_seasonal_tools,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1358,32,F,Betty Clark,floral_beauty_jewelry,DISCOUNT_INTERESTED,AVERAGE,Y
1359,28,F,Rachel Krueger,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1360,38,F,Rebekah Jones,homedecor_electronics_outdoors,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1361,53,M,Jeffery Maxwell,homedecor_electronics_outdoors,DISCOUNT_INTERESTED,AVERAGE,Y
1362,26,M,Theodore Burns,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1363,39,M,Joseph Berry,housewares_tools_beauty,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1364,39,F,Danielle Jensen,groceries_seasonal_tools,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1365,43,M,Anthony Moore,furniture_homedecor_housewares,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1366,23,M,David Harris,groceries_beauty_housewares,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1367,42,F,Jennifer Smith,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1368,53,F,Melissa Valenzuela,homedecor_electronics_outdoors,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1369,25,F,Lisa Wilson,electronics_outdoors_footwear,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1370,27,M,Erik Hudson,beauty_electronics_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1371,61,F,Rebecca Hinton,footwear_jewelry_furniture,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1372,25,M,Matthew Jones,beauty_accessories_instruments,DISCOUNT_INTERESTED,AVERAGE,Y
1373,49,F,Melissa Peterson,instruments_books_electronics,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1374,35,F,Kathy Estrada,homedecor_electronics_outdoors,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1375,27,F,Karen Warren,furniture_homedecor_housewares,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1376,50,F,Sara Wilson,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1377,33,M,Corey Lucas,instruments_books_electronics,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1378,35,F,Briana Mason,groceries_beauty_housewares,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1379,30,M,Kevin Horton,beauty_accessories_instruments,DISCOUNT_INTERESTED,AVERAGE,Y
1380,38,F,Michelle Davidson,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1381,24,F,Sarah Rose,homedecor_electronics_outdoors,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1382,31,F,Susan Roman,accessories_groceries_books,DISCOUNT_INTERESTED,AVERAGE,Y
1383,61,F,Renee Hunt,floral_beauty_jewelry,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1384,27,M,Eric Hill,furniture_homedecor_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1385,40,F,Jill Davis,groceries_furniture_floral,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1386,29,F,Kathleen Jones,floral_beauty_jewelry,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1387,45,M,Tristan Diaz,housewares_tools_beauty,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1388,23,F,Brenda Montgomery,floral_beauty_jewelry,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1389,61,M,Jacob Hoffman,housewares_floral_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1390,33,F,Sara Oconnor,housewares_floral_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1391,27,M,Steven Mitchell,homedecor_electronics_outdoors,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1392,21,F,Brenda Rodriguez,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1393,24,M,Robert Patel,beauty_accessories_instruments,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1394,35,M,Joshua Odonnell,housewares_tools_beauty,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1395,30,M,Samuel Mccoy,beauty_electronics_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1396,48,F,Donna Mason,groceries_beauty_housewares,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1397,33,M,Patrick Wilcox,groceries_seasonal_tools,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1398,27,F,Anne Cox,homedecor_electronics_outdoors,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1399,39,F,Melissa Schneider,books_apparel_homedecor,DISCOUNT_INTERESTED,AVERAGE,Y
1400,42,M,Seth Mora,electronics_outdoors_footwear,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1401,24,F,Tiffany Reeves,groceries_furniture_floral,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1402,24,M,Robert Barnett,groceries_seasonal_tools,DISCOUNT_INTERESTED,AVERAGE,Y
1403,19,F,Sandra Washington,beauty_electronics_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1404,43,M,Jason Harper,housewares_floral_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1405,40,F,Dana Hamilton,accessories_groceries_books,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1406,34,M,David Smith,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1407,49,F,Lauren Graves,floral_beauty_jewelry,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1408,46,F,Amy Singleton,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1409,38,F,Joanna Hess,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1410,50,M,Daniel Lynn,furniture_homedecor_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1411,26,M,Victor Rose,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1412,22,M,Timothy Hawkins,housewares_floral_groceries,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1413,28,M,Anthony Johnson,groceries_furniture_floral,DISCOUNT_INTERESTED,AVERAGE,Y
1414,20,F,Brittany Washington,groceries_seasonal_tools,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1415,36,F,Jeanne Hebert,housewares_floral_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1416,56,M,Joseph Estes,accessories_groceries_books,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1417,19,M,Wesley Kaiser,beauty_electronics_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1418,23,F,Lisa Jones,tools_housewares_apparel,DISCOUNT_INTERESTED,AVERAGE,Y
1419,33,F,Elizabeth Stanley,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1420,56,F,Lisa Johnson,books_apparel_homedecor,DISCOUNT_INTERESTED,AVERAGE,Y
1421,29,F,Morgan Harris,beauty_electronics_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1422,35,M,Matthew Cox,electronics_outdoors_footwear,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1423,19,F,Nancy Summers,tools_housewares_apparel,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1424,24,F,Angela Henry,beauty_electronics_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1425,66,M,Douglas Cuevas,housewares_floral_groceries,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1426,60,F,Jennifer Robinson,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1427,18,M,Andrew Johnson,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1428,58,M,Scott Miranda,footwear_jewelry_furniture,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1429,39,F,Tonya Santos,electronics_outdoors_footwear,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1430,50,F,Kimberly Romero,groceries_seasonal_tools,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1431,33,F,Teresa Smith,furniture_homedecor_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1432,35,F,Lisa Johnson,groceries_seasonal_tools,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1433,34,M,Ryan Murphy,homedecor_electronics_outdoors,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1434,40,M,Sean Sullivan,groceries_furniture_floral,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1435,23,F,Patricia Rose,instruments_books_electronics,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1436,19,F,Jamie Aguilar,groceries_beauty_housewares,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1437,29,M,Brian Webb,groceries_beauty_housewares,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1438,42,M,Michael Kennedy,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1439,25,F,Erica Meyer,instruments_books_electronics,DISCOUNT_INTERESTED,AVERAGE,Y
1440,41,M,Brandon Sosa,housewares_floral_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1441,61,F,Jean Morris,homedecor_electronics_outdoors,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1442,22,F,Stephanie Escobar,housewares_floral_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1443,41,F,Tammy Dominguez,beauty_electronics_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1444,33,M,Benjamin Mejia,floral_beauty_jewelry,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1445,50,F,Chelsea Castillo,beauty_accessories_instruments,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1446,25,M,James Todd,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1447,41,F,Lisa Meyer,footwear_jewelry_furniture,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1448,48,F,Stephanie Tran,electronics_outdoors_footwear,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1449,57,F,Kathleen Pittman,furniture_homedecor_housewares,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1450,41,F,Melanie Black,groceries_beauty_housewares,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1451,35,F,Kaitlin Patrick,housewares_tools_beauty,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1452,39,F,Deborah Johnston,housewares_floral_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1453,50,M,Jeremiah Downs,floral_beauty_jewelry,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1454,37,M,Joshua Williams,instruments_books_electronics,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1455,19,M,Timothy Black,books_apparel_homedecor,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1456,55,M,Joshua Johnson,beauty_electronics_groceries,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1457,41,F,Mary Martinez,instruments_books_electronics,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1458,41,M,Robert Martinez,furniture_homedecor_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1459,26,F,Denise Leonard,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1460,40,M,Edward Taylor,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1461,32,F,Tiffany Martin,beauty_electronics_groceries,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1462,40,M,Clayton Colon,electronics_outdoors_footwear,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1463,22,F,Chelsea Chavez,beauty_accessories_instruments,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1464,40,F,Jessica Peterson,books_apparel_homedecor,DISCOUNT_INTERESTED,AVERAGE,Y
1465,81,M,George Castro,footwear_jewelry_furniture,DISCOUNT_INTERESTED,AVERAGE,Y
1466,20,M,Phillip Taylor,beauty_electronics_groceries,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1467,63,M,Alexander Clark,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1468,32,M,William English,accessories_groceries_books,DISCOUNT_INTERESTED,AVERAGE,Y
1469,50,M,David Anderson,groceries_furniture_floral,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1470,45,F,Lindsey Gonzales,instruments_books_electronics,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1471,37,F,Andrea Ibarra,footwear_jewelry_furniture,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1472,43,M,Jose Harrell,housewares_tools_beauty,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1473,51,M,Spencer Love,groceries_seasonal_tools,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1474,32,F,Erica Johnson,beauty_electronics_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1475,29,M,Bryan Oconnell,groceries_furniture_floral,DISCOUNT_INTERESTED,AVERAGE,Y
1476,41,F,Lori Ford,furniture_homedecor_housewares,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1477,47,M,Michael Mendoza,floral_beauty_jewelry,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1478,44,M,Christopher Gibbs,footwear_jewelry_furniture,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1479,46,M,Brett Gamble,groceries_furniture_floral,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1480,33,F,Erin Martinez,housewares_floral_groceries,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1481,47,M,Joseph Tran,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1482,23,M,Nicolas Reynolds,electronics_outdoors_footwear,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1483,36,M,Larry Rogers,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1484,18,M,Marcus Spence,beauty_electronics_groceries,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1485,29,M,Daniel Roth,groceries_furniture_floral,DISCOUNT_INTERESTED,AVERAGE,Y
1486,31,M,Mark Johnson,electronics_outdoors_footwear,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1487,32,M,James Knapp,housewares_tools_beauty,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1488,42,F,Lauren Green,groceries_seasonal_tools,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1489,31,M,Gregory Williams,floral_beauty_jewelry,DISCOUNT_INTERESTED,AVERAGE,Y
1490,33,M,John Avila,housewares_floral_groceries,DISCOUNT_INTERESTED,AVERAGE,Y
1491,27,F,Brittany Massey,beauty_accessories_instruments,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1492,31,F,Rebecca English,groceries_seasonal_tools,DISCOUNT_INTERESTED,AVERAGE,Y
1493,26,F,Kim Shaw,homedecor_electronics_outdoors,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1494,21,M,Robert Hamilton,furniture_homedecor_housewares,DISCOUNT_INTERESTED,AVERAGE,Y
1495,38,M,Thomas Campbell,tools_housewares_apparel,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1496,41,F,Kari Young,electronics_outdoors_footwear,DISCOUNT_INTERESTED,AVERAGE,Y
1497,39,M,Ryan Davis,homedecor_electronics_outdoors,DISCOUNT_INTERESTED,HIGH_COVERSION,Y
1498,34,F,Kimberly Phillips,beauty_accessories_instruments,DISCOUNT_INTERESTED,AVERAGE,Y
1499,31,F,Ashley Bush,housewares_tools_beauty,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1500,50,M,Mark Herrera,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1501,35,M,Eric Carr,electronics_outdoors_footwear,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1502,34,M,Jonathon Goodwin,electronics_outdoors_footwear,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1503,19,M,Robert Brennan,instruments_books_electronics,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1504,30,M,Michael Fritz,footwear_jewelry_furniture,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1505,31,M,Patrick Ibarra,apparel_footwear_accessories,DISCOUNT_NOT_INTERESTED,LOW_CONVERSION,Y
1506,32,F,Angelica Hall,beauty_electronics_groceries,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1507,37,F,Amy Bennett,groceries_seasonal_tools,DISCOUNT_INTERESTED,AVERAGE,Y
1508,36,F,Veronica Potts,tools_housewares_apparel,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1509,38,F,Brandi Nelson,groceries_seasonal_tools,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1510,44,M,Nathan Morrison,footwear_jewelry_furniture,DISCOUNT_INTERESTED,AVERAGE,Y
1511,47,M,Jerry Miller,tools_housewares_apparel,DISCOUNT_INTERESTED,AVERAGE,Y
1512,42,M,Steven Gross,groceries_beauty_housewares,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1513,58,F,Angela Myers,outdoors_instruments_groceries,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1514,18,M,John Anderson,housewares_tools_beauty,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1515,25,M,Marc Bennett,tools_housewares_apparel,DISCOUNT_INTERESTED,AVERAGE,Y
1516,18,M,Charles Smith,instruments_books_electronics,DISCOUNT_INTERESTED,AVERAGE,Y
1517,40,F,Debra Spencer,tools_housewares_apparel,DISCOUNT_NOT_INTERESTED,AVERAGE,Y
1518,52,M,Mark Harris,groceries_beauty_housewares,DISCOUNT_INTERESTED,LOW_CONVERSION,Y
1519,27,F,Amy Mccarthy,housewares_tools_beauty,DISCOUNT_INTERESTED,AVERAGE,Y
1520,55,M,James Mcmillan,apparel_footwear_accessories,DISCOUNT_INTERESTED,AVERAGE,Y
1521,20,F,Kelly Wilson,floral_beauty_jewelry,DISCOUNT_NOT_INTERESTED,HIGH_COVERSION,Y
1522,56,F,Mary Miller,electronics_outdoors_footwear,DISCOUNT_INTERESTED,AVERAGE,Y
1523,30,M,James Austin,footwear_jewelry_furniture,DISCOUNT_INTERESTED,AVERAGE,Y
